name,team,sport,stat,matchup,projection,line,edge,direction,reason,clean_name,augmented_projection,projection_delta,actual
3B  Manny Machado,San Diego Padres,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.02,8.5,-8.48,UNDER,3B  Manny Machado shows UNDER value at 8.5 SB. TC projection: 0.0 — edge: 8.48. Strong conviction based on usage rate and defensive matchup.,Manny Machado,0.02,0.0,
2B  Sung-Mun Song,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.02,8.5,-8.48,UNDER,Targeting 2B  Sung-Mun Song UNDER 8.5 HR. Model projects 0.0 (8.48 edge). Recent trends and opponent weakness support this play.,Sung-Mun Song,0.02,0.0,
1B  Ty France,San Diego Padres,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.02,8.5,-8.48,UNDER,"Strong +EV opportunity: 1B  Ty France is projected for 0.0 3B vs a line of 8.5, giving a UNDER edge of 8.48. Based on recent form, opponent matchup, and game context.",Ty France,0.02,0.0,
2B  Alex Freeland,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.53,9.0,-8.47,UNDER,Targeting 2B  Alex Freeland UNDER 9.0 H. Model projects 0.5 (8.47 edge). Recent trends and opponent weakness support this play.,Alex Freeland,0.53,0.0,
DH  Jorge Polanco,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.53,9.0,-8.47,UNDER,DH  Jorge Polanco shows UNDER value at 9.0 H. TC projection: 0.5 — edge: 8.47. Strong conviction based on usage rate and defensive matchup.,Jorge Polanco,0.53,0.0,
SS  Dansby Swanson,Chicago Cubs,mlb,3B,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,8.5,-8.47,UNDER,"Strong +EV opportunity: SS  Dansby Swanson is projected for 0.0 3B vs a line of 8.5, giving a UNDER edge of 8.47. Based on recent form, opponent matchup, and game context.",Dansby Swanson,0.03,0.0,
2B  Pedro Ramírez,Chicago Cubs,mlb,3B,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,8.5,-8.47,UNDER,Targeting 2B  Pedro Ramírez UNDER 8.5 3B. Model projects 0.0 (8.47 edge). Recent trends and opponent weakness support this play.,Pedro Ramírez,0.03,0.0,
1B  Alec Burleson,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,8.5,-8.47,UNDER,Targeting 1B  Alec Burleson UNDER 8.5 SB. Model projects 0.0 (8.47 edge). Recent trends and opponent weakness support this play.,Alec Burleson,0.03,0.0,
3B  Luis Rengifo,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.03,8.5,-8.47,UNDER,"Strong +EV opportunity: 3B  Luis Rengifo is projected for 0.0 HR vs a line of 8.5, giving a UNDER edge of 8.47. Based on recent form, opponent matchup, and game context.",Luis Rengifo,0.03,0.0,
LF  Ian Happ,Chicago Cubs,mlb,SB,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,8.5,-8.47,UNDER,Targeting LF  Ian Happ UNDER 8.5 SB. Model projects 0.0 (8.47 edge). Recent trends and opponent weakness support this play.,Ian Happ,0.03,0.0,
2B  Nico Hoerner,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,8.5,-8.47,UNDER,Targeting 2B  Nico Hoerner UNDER 8.5 HR. Model projects 0.0 (8.47 edge). Recent trends and opponent weakness support this play.,Nico Hoerner,0.03,0.0,
2B  Pedro Ramírez,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,8.5,-8.47,UNDER,"Strong +EV opportunity: 2B  Pedro Ramírez is projected for 0.0 HR vs a line of 8.5, giving a UNDER edge of 8.47. Based on recent form, opponent matchup, and game context.",Pedro Ramírez,0.03,0.0,
3B  Blaze Jordan,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,8.5,-8.47,UNDER,Targeting 3B  Blaze Jordan UNDER 8.5 HR. Model projects 0.0 (8.47 edge). Recent trends and opponent weakness support this play.,Blaze Jordan,0.03,0.0,
C   Pedro Pagés,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,8.5,-8.47,UNDER,"Strong +EV opportunity: C   Pedro Pagés is projected for 0.0 SB vs a line of 8.5, giving a UNDER edge of 8.47. Based on recent form, opponent matchup, and game context.",Pedro Pagés,0.03,0.0,
1B  Gavin Sheets,San Diego Padres,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.03,8.5,-8.47,UNDER,"Strong +EV opportunity: 1B  Gavin Sheets is projected for 0.0 SB vs a line of 8.5, giving a UNDER edge of 8.47. Based on recent form, opponent matchup, and game context.",Gavin Sheets,0.03,0.0,
3B  Josh Rojas,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.54,9.0,-8.46,UNDER,3B  Josh Rojas shows UNDER value at 9.0 H. TC projection: 0.5 — edge: 8.46. Strong conviction based on usage rate and defensive matchup.,Josh Rojas,0.54,0.0,
CF  Andy Pages,Los Angeles Dodgers,mlb,RBI,Los_Angeles_Dodgers_at_New_York_Mets,0.54,9.0,-8.46,UNDER,CF  Andy Pages shows UNDER value at 9.0 RBI. TC projection: 0.5 — edge: 8.46. Strong conviction based on usage rate and defensive matchup.,Andy Pages,0.54,0.0,
LF  Juan Soto,New York Mets,mlb,RBI,Los_Angeles_Dodgers_at_New_York_Mets,0.54,9.0,-8.46,UNDER,"Strong +EV opportunity: LF  Juan Soto is projected for 0.5 RBI vs a line of 9.0, giving a UNDER edge of 8.46. Based on recent form, opponent matchup, and game context.",Juan Soto,0.54,0.0,
C   Luis Torrens,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.54,9.0,-8.46,UNDER,Targeting C   Luis Torrens UNDER 9.0 H. Model projects 0.5 (8.46 edge). Recent trends and opponent weakness support this play.,Luis Torrens,0.54,0.0,
CF  Pete Crow-Armstrong,Chicago Cubs,mlb,3B,Chicago_Cubs_at_Pittsburgh_Pirates,0.04,8.5,-8.46,UNDER,Targeting CF  Pete Crow-Armstrong UNDER 8.5 3B. Model projects 0.0 (8.46 edge). Recent trends and opponent weakness support this play.,Pete Crow-Armstrong,0.04,0.0,
3B  Luis Rengifo,San Diego Padres,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.04,8.5,-8.46,UNDER,"Strong +EV opportunity: 3B  Luis Rengifo is projected for 0.0 SB vs a line of 8.5, giving a UNDER edge of 8.46. Based on recent form, opponent matchup, and game context.",Luis Rengifo,0.04,0.0,
LF  José Fermín,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.04,8.5,-8.46,UNDER,Targeting LF  José Fermín UNDER 8.5 SB. Model projects 0.0 (8.46 edge). Recent trends and opponent weakness support this play.,José Fermín,0.04,0.0,
SS  Masyn Winn,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.04,8.5,-8.46,UNDER,"Strong +EV opportunity: SS  Masyn Winn is projected for 0.0 HR vs a line of 8.5, giving a UNDER edge of 8.46. Based on recent form, opponent matchup, and game context.",Masyn Winn,0.04,0.0,
C   Freddy Fermin,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.04,8.5,-8.46,UNDER,"Strong +EV opportunity: C   Freddy Fermin is projected for 0.0 HR vs a line of 8.5, giving a UNDER edge of 8.46. Based on recent form, opponent matchup, and game context.",Freddy Fermin,0.04,0.0,
2B  Pedro Ramírez,Chicago Cubs,mlb,SB,Chicago_Cubs_at_Pittsburgh_Pirates,0.05,8.5,-8.45,UNDER,Targeting 2B  Pedro Ramírez UNDER 8.5 SB. Model projects 0.1 (8.45 edge). Recent trends and opponent weakness support this play.,Pedro Ramírez,0.05,0.0,
LF  Bryan Torres,St. Louis Cardinals,mlb,3B,Cincinnati_Reds_at_St_Louis_Cardinals,0.05,8.5,-8.45,UNDER,"Strong +EV opportunity: LF  Bryan Torres is projected for 0.1 3B vs a line of 8.5, giving a UNDER edge of 8.45. Based on recent form, opponent matchup, and game context.",Bryan Torres,0.05,0.0,
CF  Nathan Church,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.05,8.5,-8.45,UNDER,"Strong +EV opportunity: CF  Nathan Church is projected for 0.1 SB vs a line of 8.5, giving a UNDER edge of 8.45. Based on recent form, opponent matchup, and game context.",Nathan Church,0.05,0.0,
RF  Jase Bowen,San Diego Padres,mlb,2B,San_Diego_Padres_at_Miami_Marlins,0.05,8.5,-8.45,UNDER,"Strong +EV opportunity: RF  Jase Bowen is projected for 0.1 2B vs a line of 8.5, giving a UNDER edge of 8.45. Based on recent form, opponent matchup, and game context.",Jase Bowen,0.05,0.0,
C   Miguel Amaya,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.05,8.5,-8.45,UNDER,C   Miguel Amaya shows UNDER value at 8.5 HR. TC projection: 0.1 — edge: 8.45. Strong conviction based on usage rate and defensive matchup.,Miguel Amaya,0.05,0.0,
DH  Iván Herrera,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.05,8.5,-8.45,UNDER,"Strong +EV opportunity: DH  Iván Herrera is projected for 0.1 SB vs a line of 8.5, giving a UNDER edge of 8.45. Based on recent form, opponent matchup, and game context.",Iván Herrera,0.05,0.0,
LF  José Fermín,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.05,8.5,-8.45,UNDER,LF  José Fermín shows UNDER value at 8.5 HR. TC projection: 0.1 — edge: 8.45. Strong conviction based on usage rate and defensive matchup.,José Fermín,0.05,0.0,
2B  Jake Cronenworth,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.05,8.5,-8.45,UNDER,"Strong +EV opportunity: 2B  Jake Cronenworth is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.45. Based on recent form, opponent matchup, and game context.",Jake Cronenworth,0.05,0.0,
RF  Jase Bowen,San Diego Padres,mlb,BB,San_Diego_Padres_at_Miami_Marlins,0.05,8.5,-8.45,UNDER,"Strong +EV opportunity: RF  Jase Bowen is projected for 0.1 BB vs a line of 8.5, giving a UNDER edge of 8.45. Based on recent form, opponent matchup, and game context.",Jase Bowen,0.05,0.0,
TWP Shohei Ohtani,Los Angeles Dodgers,mlb,R,Los_Angeles_Dodgers_at_New_York_Mets,0.56,9.0,-8.44,UNDER,TWP Shohei Ohtani shows UNDER value at 9.0 R. TC projection: 0.6 — edge: 8.44. Strong conviction based on usage rate and defensive matchup.,TWP Shohei Ohtani,0.56,0.0,
CF  Lane Thomas,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.56,9.0,-8.44,UNDER,Targeting CF  Lane Thomas UNDER 9.0 H. Model projects 0.6 (8.44 edge). Recent trends and opponent weakness support this play.,Lane Thomas,0.56,0.0,
2B  Jake Cronenworth,San Diego Padres,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.06,8.5,-8.44,UNDER,Targeting 2B  Jake Cronenworth UNDER 8.5 SB. Model projects 0.1 (8.44 edge). Recent trends and opponent weakness support this play.,Jake Cronenworth,0.06,0.0,
3B  Blaze Jordan,St. Louis Cardinals,mlb,3B,Cincinnati_Reds_at_St_Louis_Cardinals,0.06,8.5,-8.44,UNDER,Targeting 3B  Blaze Jordan UNDER 8.5 3B. Model projects 0.1 (8.44 edge). Recent trends and opponent weakness support this play.,Blaze Jordan,0.06,0.0,
C   Pedro Pagés,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.06,8.5,-8.44,UNDER,Targeting C   Pedro Pagés UNDER 8.5 HR. Model projects 0.1 (8.44 edge). Recent trends and opponent weakness support this play.,Pedro Pagés,0.06,0.0,
RF  Fernando Tatis Jr.,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.06,8.5,-8.44,UNDER,Targeting RF  Fernando Tatis Jr. UNDER 8.5 HR. Model projects 0.1 (8.44 edge). Recent trends and opponent weakness support this play.,Fernando Tatis Jr.,0.06,0.0,
RF  Starling Marte,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.57,9.0,-8.43,UNDER,RF  Starling Marte shows UNDER value at 9.0 H. TC projection: 0.6 — edge: 8.43. Strong conviction based on usage rate and defensive matchup.,Starling Marte,0.57,0.0,
LF  Lars Nootbaar,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.07,8.5,-8.43,UNDER,"Strong +EV opportunity: LF  Lars Nootbaar is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.43. Based on recent form, opponent matchup, and game context.",Lars Nootbaar,0.07,0.0,
SS  Masyn Winn,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.07,8.5,-8.43,UNDER,"Strong +EV opportunity: SS  Masyn Winn is projected for 0.1 SB vs a line of 8.5, giving a UNDER edge of 8.43. Based on recent form, opponent matchup, and game context.",Masyn Winn,0.07,0.0,
RF  Jase Bowen,San Diego Padres,mlb,RBI,San_Diego_Padres_at_Miami_Marlins,0.07,8.5,-8.43,UNDER,"Strong +EV opportunity: RF  Jase Bowen is projected for 0.1 RBI vs a line of 8.5, giving a UNDER edge of 8.43. Based on recent form, opponent matchup, and game context.",Jase Bowen,0.07,0.0,
C   Rodolfo Durán,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.07,8.5,-8.43,UNDER,C   Rodolfo Durán shows UNDER value at 8.5 HR. TC projection: 0.1 — edge: 8.43. Strong conviction based on usage rate and defensive matchup.,Rodolfo Durán,0.07,0.0,
2B  Sung-Mun Song,San Diego Padres,mlb,2B,San_Diego_Padres_at_Miami_Marlins,0.07,8.5,-8.43,UNDER,2B  Sung-Mun Song shows UNDER value at 8.5 2B. TC projection: 0.1 — edge: 8.43. Strong conviction based on usage rate and defensive matchup.,Sung-Mun Song,0.07,0.0,
C   Carson Kelly,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.07,8.5,-8.43,UNDER,Targeting C   Carson Kelly UNDER 8.5 HR. Model projects 0.1 (8.43 edge). Recent trends and opponent weakness support this play.,Carson Kelly,0.07,0.0,
CF  Justin Dean,Chicago Cubs,mlb,3B,Chicago_Cubs_at_Pittsburgh_Pirates,0.07,8.5,-8.43,UNDER,Targeting CF  Justin Dean UNDER 8.5 3B. Model projects 0.1 (8.43 edge). Recent trends and opponent weakness support this play.,Justin Dean,0.07,0.0,
3B  Alex Bregman,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.08,8.5,-8.42,UNDER,"Strong +EV opportunity: 3B  Alex Bregman is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.42. Based on recent form, opponent matchup, and game context.",Alex Bregman,0.08,0.0,
2B  Jake Cronenworth,San Diego Padres,mlb,2B,San_Diego_Padres_at_Miami_Marlins,0.08,8.5,-8.42,UNDER,Targeting 2B  Jake Cronenworth UNDER 8.5 2B. Model projects 0.1 (8.42 edge). Recent trends and opponent weakness support this play.,Jake Cronenworth,0.08,0.0,
SS  Xander Bogaerts,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.08,8.5,-8.42,UNDER,SS  Xander Bogaerts shows UNDER value at 8.5 HR. TC projection: 0.1 — edge: 8.42. Strong conviction based on usage rate and defensive matchup.,Xander Bogaerts,0.08,0.0,
SS  Xander Bogaerts,San Diego Padres,mlb,2B,San_Diego_Padres_at_Miami_Marlins,0.08,8.5,-8.42,UNDER,Targeting SS  Xander Bogaerts UNDER 8.5 2B. Model projects 0.1 (8.42 edge). Recent trends and opponent weakness support this play.,Xander Bogaerts,0.08,0.0,
C   Jimmy Crooks,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.08,8.5,-8.42,UNDER,Targeting C   Jimmy Crooks UNDER 8.5 HR. Model projects 0.1 (8.42 edge). Recent trends and opponent weakness support this play.,Jimmy Crooks,0.08,0.0,
C   Jimmy Crooks,St. Louis Cardinals,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.08,8.5,-8.42,UNDER,C   Jimmy Crooks shows UNDER value at 8.5 2B. TC projection: 0.1 — edge: 8.42. Strong conviction based on usage rate and defensive matchup.,Jimmy Crooks,0.08,0.0,
CF  Nathan Church,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.08,8.5,-8.42,UNDER,"Strong +EV opportunity: CF  Nathan Church is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.42. Based on recent form, opponent matchup, and game context.",Nathan Church,0.08,0.0,
C   Dalton Rushing,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.59,9.0,-8.41,UNDER,"Strong +EV opportunity: C   Dalton Rushing is projected for 0.6 H vs a line of 9.0, giving a UNDER edge of 8.41. Based on recent form, opponent matchup, and game context.",Dalton Rushing,0.59,0.0,
3B  Blaze Jordan,St. Louis Cardinals,mlb,BB,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,"Strong +EV opportunity: 3B  Blaze Jordan is projected for 0.1 BB vs a line of 8.5, giving a UNDER edge of 8.41. Based on recent form, opponent matchup, and game context.",Blaze Jordan,0.09,0.0,
CF  Nathan Church,St. Louis Cardinals,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,CF  Nathan Church shows UNDER value at 8.5 2B. TC projection: 0.1 — edge: 8.41. Strong conviction based on usage rate and defensive matchup.,Nathan Church,0.09,0.0,
LF  Nelson Velázquez,St. Louis Cardinals,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,Targeting LF  Nelson Velázquez UNDER 8.5 2B. Model projects 0.1 (8.41 edge). Recent trends and opponent weakness support this play.,Nelson Velázquez,0.09,0.0,
C   Pedro Pagés,St. Louis Cardinals,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,Targeting C   Pedro Pagés UNDER 8.5 2B. Model projects 0.1 (8.41 edge). Recent trends and opponent weakness support this play.,Pedro Pagés,0.09,0.0,
C   Rodolfo Durán,San Diego Padres,mlb,2B,San_Diego_Padres_at_Miami_Marlins,0.09,8.5,-8.41,UNDER,Targeting C   Rodolfo Durán UNDER 8.5 2B. Model projects 0.1 (8.41 edge). Recent trends and opponent weakness support this play.,Rodolfo Durán,0.09,0.0,
DH  Iván Herrera,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,Targeting DH  Iván Herrera UNDER 8.5 HR. Model projects 0.1 (8.41 edge). Recent trends and opponent weakness support this play.,Iván Herrera,0.09,0.0,
2B  JJ Wetherholt,St. Louis Cardinals,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,2B  JJ Wetherholt shows UNDER value at 8.5 2B. TC projection: 0.1 — edge: 8.41. Strong conviction based on usage rate and defensive matchup.,JJ Wetherholt,0.09,0.0,
2B  JJ Wetherholt,St. Louis Cardinals,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,2B  JJ Wetherholt shows UNDER value at 8.5 SB. TC projection: 0.1 — edge: 8.41. Strong conviction based on usage rate and defensive matchup.,JJ Wetherholt,0.09,0.0,
C   Pedro Pagés,St. Louis Cardinals,mlb,BB,Cincinnati_Reds_at_St_Louis_Cardinals,0.09,8.5,-8.41,UNDER,"Strong +EV opportunity: C   Pedro Pagés is projected for 0.1 BB vs a line of 8.5, giving a UNDER edge of 8.41. Based on recent form, opponent matchup, and game context.",Pedro Pagés,0.09,0.0,
SS  Dansby Swanson,Chicago Cubs,mlb,2B,Chicago_Cubs_at_Pittsburgh_Pirates,0.1,8.5,-8.4,UNDER,"Strong +EV opportunity: SS  Dansby Swanson is projected for 0.1 2B vs a line of 8.5, giving a UNDER edge of 8.40. Based on recent form, opponent matchup, and game context.",Dansby Swanson,0.1,0.0,
LF  Bryan Torres,St. Louis Cardinals,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.1,8.5,-8.4,UNDER,"Strong +EV opportunity: LF  Bryan Torres is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.40. Based on recent form, opponent matchup, and game context.",Bryan Torres,0.1,0.0,
RF  Jase Bowen,San Diego Padres,mlb,SB,San_Diego_Padres_at_Miami_Marlins,0.1,8.5,-8.4,UNDER,"Strong +EV opportunity: RF  Jase Bowen is projected for 0.1 SB vs a line of 8.5, giving a UNDER edge of 8.40. Based on recent form, opponent matchup, and game context.",Jase Bowen,0.1,0.0,
C   Luis Campusano,San Diego Padres,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.1,8.5,-8.4,UNDER,"Strong +EV opportunity: C   Luis Campusano is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.40. Based on recent form, opponent matchup, and game context.",Luis Campusano,0.1,0.0,
C   Freddy Fermin,San Diego Padres,mlb,2B,San_Diego_Padres_at_Miami_Marlins,0.1,8.5,-8.4,UNDER,Targeting C   Freddy Fermin UNDER 8.5 2B. Model projects 0.1 (8.40 edge). Recent trends and opponent weakness support this play.,Freddy Fermin,0.1,0.0,
3B  Brett Baty,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.61,9.0,-8.39,UNDER,3B  Brett Baty shows UNDER value at 9.0 H. TC projection: 0.6 — edge: 8.39. Strong conviction based on usage rate and defensive matchup.,Brett Baty,0.61,0.0,
1B  Jared Young,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.61,9.0,-8.39,UNDER,"Strong +EV opportunity: 1B  Jared Young is projected for 0.6 H vs a line of 9.0, giving a UNDER edge of 8.39. Based on recent form, opponent matchup, and game context.",Jared Young,0.61,0.0,
1B  Michael Busch,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.11,8.5,-8.39,UNDER,1B  Michael Busch shows UNDER value at 8.5 HR. TC projection: 0.1 — edge: 8.39. Strong conviction based on usage rate and defensive matchup.,Michael Busch,0.11,0.0,
C   Carson Kelly,Chicago Cubs,mlb,2B,Chicago_Cubs_at_Pittsburgh_Pirates,0.11,8.5,-8.39,UNDER,"Strong +EV opportunity: C   Carson Kelly is projected for 0.1 2B vs a line of 8.5, giving a UNDER edge of 8.39. Based on recent form, opponent matchup, and game context.",Carson Kelly,0.11,0.0,
DH  Michael Conforto,Chicago Cubs,mlb,HR,Chicago_Cubs_at_Pittsburgh_Pirates,0.11,8.5,-8.39,UNDER,"Strong +EV opportunity: DH  Michael Conforto is projected for 0.1 HR vs a line of 8.5, giving a UNDER edge of 8.39. Based on recent form, opponent matchup, and game context.",Michael Conforto,0.11,0.0,
C   Jimmy Crooks,St. Louis Cardinals,mlb,R,Cincinnati_Reds_at_St_Louis_Cardinals,0.11,8.5,-8.39,UNDER,C   Jimmy Crooks shows UNDER value at 8.5 R. TC projection: 0.1 — edge: 8.39. Strong conviction based on usage rate and defensive matchup.,Jimmy Crooks,0.11,0.0,
SS  Masyn Winn,St. Louis Cardinals,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.11,8.5,-8.39,UNDER,"Strong +EV opportunity: SS  Masyn Winn is projected for 0.1 2B vs a line of 8.5, giving a UNDER edge of 8.39. Based on recent form, opponent matchup, and game context.",Masyn Winn,0.11,0.0,
